Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Fac03,Finite-Dimensional Variational Inequalities and Complementarity Problems,F. Facchinei and J. Pang,2003,,,,,,5752,247,10.1007/b97543,https://doi.org/10.1007/b97543,1.3000
Let19,Differentiable Game Mechanics,Alistair Letcher et al.,2019,2019-05-01,J. Mach. Learn. Res.,20,84:1-84:40,"Deep learning is built on the foundational guarantee that gradient descent on an objective function converges to local minima. Unfortunately, this guarantee fails in settings, such as generative adversarial nets, that exhibit multiple interacting losses. The behavior of gradient-based methods in games is not well understood -- and is becoming increasingly important as adversarial and multi-objective architectures proliferate. In this paper, we develop new tools to understand and control the dynamics in n-player differentiable games. 
The key result is to decompose the game Jacobian into two components. The first, symmetric component, is related to potential games, which reduce to gradient descent on an implicit function. The second, antisymmetric component, relates to Hamiltonian games, a new class of games that obey a conservation law akin to conservation laws in classical mechanical systems. The decomposition motivates Symplectic Gradient Adjustment (SGA), a new algorithm for finding stable fixed points in differentiable games. Basic experiments show SGA is competitive with recently proposed algorithms for finding stable fixed points in GANs -- while at the same time being applicable to, and having guarantees in, much more general cases.",90,13,,https://www.semanticscholar.org/paper/d4f24c06a9366de30dea3965d3579c58b45e3fe4,1.2500
Nag95,Projected Dynamical Systems and Variational Inequalities with Applications,A. Nagurney and Ding Zhang,1995,1995-12-31,,,,,644,21,10.1007/978-1-4615-2301-7,https://doi.org/10.1007/978-1-4615-2301-7,1.2200
Che21b,"Online Optimization in Games via Control Theory: Connecting Regret, Passivity and Poincaré Recurrence",Yun Kuen Cheung and G. Piliouras,2021,2021-06-09,International Conference on Machine Learning,,1855-1865,"We present a novel control-theoretic understanding of online optimization and learning in games, via the notion of passivity. Passivity is a fundamental concept in control theory, which abstracts energy conservation and dissipation in physical systems. It has become a standard tool in analysis of general feedback systems, to which game dynamics belong. Our starting point is to show that all continuous-time Follow-the-Regularized-Leader (FTRL) dynamics, which include the well-known Replicator Dynamic, are lossless, i.e. it is passive with no energy dissipation. Interestingly, we prove that passivity implies bounded regret, connecting two fundamental primitives of control theory and online optimization. The observation of energy conservation in FTRL inspires us to present a family of lossless learning dynamics, each of which has an underlying energy function with a simple gradient structure. This family is closed under convex combination; as an immediate corollary, any convex combination of FTRL dynamics is lossless and thus has bounded regret. This allows us to extend the framework of Fox and Shamma [Games, 2013] to prove not just global asymptotic stability results for game dynamics, but Poincar\'e recurrence results as well. Intuitively, when a lossless game (e.g. graphical constant-sum game) is coupled with lossless learning dynamics, their feedback interconnection is also lossless, which results in a pendulum-like energy-preserving recurrent behavior, generalizing the results of Piliouras and Shamma [SODA, 2014] and Mertikopoulos, Papadimitriou and Piliouras [SODA, 2018].",9,1.8,,https://www.semanticscholar.org/paper/7f92dbdc379159098d22a760dc39498c34c2e0f9,1.2000
Hop95,"Learning, Matching and Aggregation",E. Hopkins,1995,,Games and Economic Behavior,26,79-110,"Fictitious play and ""gradient"" learning are examined in the context of a large population where agents are repeatedly randomly matched. We show that the aggregation of this learning behaviour can be qualitatively different from learning at the level of the individual. This aggregate dynamic belongs to the same class of simply defined dynamic as do several formulations of evolutionary dynamics. We obtain sufficient conditions for convergence and divergence which are valid for the whole class of dynamics. These results are therefore robust to most specifications of adaptive behaviour.",51,1.6,10.1006/GAME.1998.0647,https://doi.org/10.1006/GAME.1998.0647,1.1900
Gad17b,A Passivity-Based Approach to Nash Equilibrium Seeking Over Networks,Dian Gadjov and Lacra Pavel,2017,2017-05-06,IEEE Transactions on Automatic Control,64,1077-1092,"In this paper, we consider the problem of distributed Nash equilibrium (NE) seeking over networks, a setting in which players have limited local information on the others’ decisions. We start from a continuous-time gradient-play dynamics that converges to an NE under strict monotonicity of the pseudogradient and assumes perfect information. We consider how to modify it in the case of partial, or networked information between players. We propose an augmented gradient-play dynamics with correction, in which players communicate locally only with their neighbors to compute an estimate of the other players’ actions. We derive the new dynamics based on the reformulation as a multiagent coordination problem over an undirected graph. We exploit incremental passivity properties and show that a synchronizing, distributed Laplacian feedback can be designed using relative estimates of the neighbors. Under a strict monotonicity property of the pseudogradient, we show that the augmented gradient-play dynamics converges to consensus on the NE of the game. We further discuss two cases that highlight the tradeoff between properties of the game and the communication graph.",311,34,10.1109/TAC.2018.2833140,https://doi.org/10.1109/TAC.2018.2833140,1.1800
Gad23c,On the Exact Convergence to Nash Equilibrium in Hypomonotone Regimes Under Full and Partial-Decision Information,Dian Gadjov and Lacra Pavel,2023,2023-08-01,IEEE Transactions on Automatic Control,68,4539-4553,"In this article, we consider distributed Nash equilibrium seeking in monotone and hypomonotone games. We first assume that each player has knowledge of the opponents’ decisions and propose a passivity-based modification of the standard gradient-play dynamics, which we call “Heavy Anchor.” We prove that Heavy Anchor allows a relaxation of strict monotonicity of the pseudogradient, needed for gradient-play dynamics, and can ensure exact asymptotic convergence in merely monotone regimes. We extend these results to the setting where each player has only partial information of the opponents’ decisions. In addition, by introducing an inverse Lipschitz property, we are able to extend the results to hypomonotone games. We modify Heavy Anchor via a distributed Laplacian feedback and show how we can exploit equilibrium-independent passivity properties to achieve convergence to the Nash equilibrium in hypomonotone regimes.",16,5.7,10.1109/TAC.2022.3204543,https://doi.org/10.1109/TAC.2022.3204543,1.1700
Fei10,Stability of primal-dual gradient dynamics and applications to network optimization,Diego Feijer and F. Paganini,2010,2010-12-01,Autom.,46,1974-1981,,369,24,10.1016/j.automatica.2010.08.011,https://doi.org/10.1016/j.automatica.2010.08.011,1.1600
Bur13b,Duality and network theory in passivity-based cooperative control,"Mathias Bürger, Daniel Zelazo, and F. Allgöwer",2013,2013-01-16,Autom.,50,2051-2061,"This paper presents a class of passivity-based cooperative control problems that have an explicit connection to convex network optimization problems. The new notion of maximal equilibrium independent passivity is introduced and it is shown that networks of systems possessing this property asymptotically approach the solutions of a dual pair of network optimization problems, namely an optimal potential and an optimal flow problem. This connection leads to an interpretation of the dynamic variables, such as system inputs and outputs, to variables in a network optimization framework, such as divergences and potentials, and reveals that several duality relations known in convex network optimization theory translate directly to passivity-based cooperative control problems. The presented results establish a strong and explicit connection between passivity-based cooperative control theory on the one side and network optimization theory on the other, and they provide a unifying framework for network analysis and optimal design. The results are illustrated on a nonlinear traffic dynamics model that is shown to be asymptotically clustering.",122,9.1,10.1016/j.automatica.2014.06.002,https://doi.org/10.1016/j.automatica.2014.06.002,1.1400
Arr60,Stability of the Gradient Process in n-Person Games,K. Arrow and L. Hurwicz,1960,1960-06-01,Journal of The Society for Industrial and Applied Mathematics,8,280-294,,55,0.8,10.1137/0108016,https://doi.org/10.1137/0108016,1.1300
Che16c,The Role of Convexity in Saddle-Point Dynamics: Lyapunov Function and Robustness,"A. Cherukuri, Enrique Mallada, S. Low, and J. Cortés",2016,2016-08-30,IEEE Transactions on Automatic Control,63,2449-2464,"This paper studies the projected saddle-point dynamics associated to a convex–concave function, which we term saddle function. The dynamics consists of gradient descent of the saddle function in variables corresponding to convexity and (projected) gradient ascent in variables corresponding to concavity. We examine the role that the local and/or global nature of the convexity–concavity properties of the saddle function plays in guaranteeing convergence and robustness of the dynamics. Under the assumption that the saddle function is twice continuously differentiable, we provide a novel characterization of the omega-limit set of the trajectories of this dynamics in terms of the diagonal blocks of the Hessian. Using this characterization, we establish global asymptotic convergence of the dynamics under local strong convexity–concavity of the saddle function. When strong convexity–concavity holds globally, we establish three results. First, we identify a Lyapunov function (that decreases strictly along the trajectory) for the projected saddle-point dynamics when the saddle function corresponds to the Lagrangian of a general constrained convex optimization problem. Second, for the particular case when the saddle function is the Lagrangian of an equality-constrained optimization problem, we show input-to-state stability (ISS) of the saddle-point dynamics by providing an ISS Lyapunov function. Third, we use the latter result to design an opportunistic state-triggered implementation of the dynamics. Various examples illustrate our results.",120,12,10.1109/TAC.2017.2778689,https://doi.org/10.1109/TAC.2017.2778689,1.1200
Che15d,Saddle-Point Dynamics: Conditions for Asymptotic Stability of Saddle Points,"A. Cherukuri, B. Gharesifard, and J. Cortés",2015,2015-10-07,SIAM J. Control. Optim.,55,486-511,"This paper considers continuously differentiable functions of two vector variables that have (possibly a continuum of) min-max saddle points. We study the asymptotic convergence properties of the associated saddle-point dynamics (gradient-descent in the first variable and gradient-ascent in the second one). We identify a suite of complementary conditions under which the set of saddle points is asymptotically stable under the saddle-point dynamics. Our first set of results is based on the convexity-concavity of the function defining the saddle-point dynamics to establish the convergence guarantees. For functions that do not enjoy this feature, our second set of results relies on properties of the linearization of the dynamics, the function along the proximal normals to the saddle set, and the linearity of the function in one variable. We also provide global versions of the asymptotic convergence results. Various examples illustrate our discussion.",188,18,10.1137/15M1026924,https://doi.org/10.1137/15M1026924,1.1000
Leg24b,A geometric decomposition of finite games: Convergence vs. recurrence under exponential weights,"Davide Legacci, P. Mertikopoulos, and Bary S. R. Pradelski",2024,2024-05-12,ArXiv,abs/2405.07224,,"In view of the complexity of the dynamics of learning in games, we seek to decompose a game into simpler components where the dynamics' long-run behavior is well understood. A natural starting point for this is Helmholtz's theorem, which decomposes a vector field into a potential and an incompressible component. However, the geometry of game dynamics - and, in particular, the dynamics of exponential / multiplicative weights (EW) schemes - is not compatible with the Euclidean underpinnings of Helmholtz's theorem. This leads us to consider a specific Riemannian framework based on the so-called Shahshahani metric, and introduce the class of incompressible games, for which we establish the following results: First, in addition to being volume-preserving, the continuous-time EW dynamics in incompressible games admit a constant of motion and are Poincar\'e recurrent - i.e., almost every trajectory of play comes arbitrarily close to its starting point infinitely often. Second, we establish a deep connection with a well-known decomposition of games into a potential and harmonic component (where the players' objectives are aligned and anti-aligned respectively): a game is incompressible if and only if it is harmonic, implying in turn that the EW dynamics lead to Poincar\'e recurrence in harmonic games.",10,4.9,10.48550/arXiv.2405.07224,https://doi.org/10.48550/arXiv.2405.07224,1.0900
Ngu18c,Contraction and Robustness of Continuous Time Primal-Dual Dynamics,"H. Nguyen, T. Vu, K. Turitsyn, and J. Slotine",2018,2018-03-15,IEEE Control Systems Letters,2,755-760,"The Primal-dual (PD) algorithm is widely used in convex optimization to determine saddle points. While the stability of the PD algorithm can be easily guaranteed, strict contraction is nontrivial to establish in most cases. This letter focuses on continuous, possibly non-autonomous PD dynamics arising in a network context, in distributed optimization, or in systems with multiple time-scales. We show that the PD algorithm is indeed strictly contracting in specific metrics and analyze its robustness establishing stability and performance guarantees for different approximate PD systems. We derive estimates for the performance of multiple time-scale multi-layer optimization systems, and illustrate our results on a PD representation of the Automatic Generation Control of power systems.",42,5.1,10.1109/LCSYS.2018.2847408,https://doi.org/10.1109/LCSYS.2018.2847408,1.0800
Bel22b,Online Feedback Equilibrium Seeking,Giuseppe Belgioioso et al.,2022,2022-10-21,IEEE Transactions on Automatic Control,70,203-218,"This article proposes a unifying design framework for dynamic feedback controllers that track solution trajectories of time-varying generalized equations, such as local minimizers of nonlinear programs or competitive equilibria (e.g., Nash) of noncooperative games. Inspired by the feedback optimization paradigm, the core idea of the proposed approach is to repurpose classic iterative algorithms for solving generalized equations (e.g., Josephy–Newton, forward–backward splitting) as dynamic feedback controllers by integrating online measurements of the continuous-time nonlinear plant. Sufficient conditions for closed-loop stability and robustness of the algorithm-plant cyber-physical interconnection are derived in a sampled-data setting by combining and tailoring results from (monotone) operator, fixed-point, and nonlinear systems theory. Numerical simulations on smart building automation and competitive supply chain management are presented to support the theoretical findings.",37,10,10.1109/TAC.2024.3424345,https://doi.org/10.1109/TAC.2024.3424345,1.0500
Per20c,From Poincaré Recurrence to Convergence in Imperfect Information Games: Finding Equilibrium via Regularization,J. Pérolat et al.,2020,2020-02-19,International Conference on Machine Learning,,8525-8535,"In this paper we investigate the Follow the Regularized Leader dynamics in sequential imperfect information games (IIG). We generalize existing results of Poincare recurrence from normal-form games to zero-sum two-player imperfect information games and other sequential game settings. We then investigate how adapting the reward (by adding a regularization term) of the game can give strong convergence guarantees in monotone games. We continue by showing how this reward adaptation technique can be leveraged to build algorithms that converge exactly to the Nash equilibrium. Finally, we show how these insights can be directly used to build state-of-the-art model-free algorithms for zero-sum two-player Imperfect Information Games (IIG).",102,16,,https://www.semanticscholar.org/paper/af111ed91c177a14d403fce77e1c9c2fb99b0061,1.0500
Cam16b,Linear passive systems and maximal monotone mappings,M. Camlibel and J. Schumacher,2016,2016-06-01,Mathematical Programming,157,397-420,"This paper deals with a class of dynamical systems obtained from interconnecting linear systems with static set-valued relations. We first show that such an interconnection can be described by a differential inclusions with a maximal monotone set-valued mappings when the underlying linear system is passive and the static relation is maximal monotone. Based on the classical results on such differential inclusions, we conclude that such interconnections are well-posed in the sense of existence and uniqueness of solutions. Finally, we investigate conditions which guarantee well-posedness but are weaker than passivity.",52,5.2,10.1007/S10107-015-0945-7,https://doi.org/10.1007/S10107-015-0945-7,1.0400
Gao20,Continuous-Time Convergence Rates in Potential and Monotone Games,Bolin Gao and Lacra Pavel,2020,2020-11-21,SIAM J. Control. Optim.,60,1712-1731,"In this paper, we provide exponential rates of convergence to the Nash equilibrium of continuous-time game dynamics such as mirror descent (MD) and actor-critic (AC) in $N$-player continuous games that are either potential games or monotone games but possibly potential-free. In the first part of this paper, under the assumption the game admits a relatively strongly concave potential, we show that MD and AC converge in $\mathcal{O}(e^{-\beta t})$. In the second part of this paper, using relative concavity, we provide a novel relative characterization of monotone games and show that MD and its discounted version converge with $\mathcal{O}(e^{-\beta t})$ in relatively strongly and relatively hypo-monotone games. Moreover, these rates extend their known convergence conditions and also improve the results in the potential game setup. Simulations are performed which empirically back up our results.",10,1.8,10.1137/20m1381873,https://doi.org/10.1137/20m1381873,1.0300
Mer16,Learning in games with continuous action sets and unknown payoff functions,P. Mertikopoulos and Zhengyuan Zhou,2016,2016-08-25,Mathematical Programming,173,465 - 507,"This paper examines the convergence of no-regret learning in games with continuous action sets. For concreteness, we focus on learning via “dual averaging”, a widely used class of no-regret learning schemes where players take small steps along their individual payoff gradients and then “mirror” the output back to their action sets. In terms of feedback, we assume that players can only estimate their payoff gradients up to a zero-mean error with bounded variance. To study the convergence of the induced sequence of play, we introduce the notion of variational stability, and we show that stable equilibria are locally attracting with high probability whereas globally stable equilibria are globally attracting with probability 1. We also discuss some applications to mixed-strategy learning in finite games, and we provide explicit estimates of the method’s convergence speed.",298,31,10.1007/s10107-018-1254-8,https://doi.org/10.1007/s10107-018-1254-8,1.0100
Bri11,Monotone Operator Methods for Nash Equilibria in Non-potential Games,L. Briceño-Arias and P. Combettes,2011,2011-06-01,arXiv: Optimization and Control,,143-159,"We observe that a significant class of Nash equilibrium problems in non-potential games can be associated with monotone inclusion problems. We propose splitting techniques to solve such problems and establish their convergence. Applications to generalized Nash equilibria, zero-sum games, and cyclic proximation problems are demonstrated.",76,5.1,10.1007/978-1-4614-7621-4_9,https://doi.org/10.1007/978-1-4614-7621-4_9,1.0000
Cam22,Port-Hamiltonian systems and monotonicity,M. Camlibel and A. Schaft,2022,2022-06-18,,,,". The relationships between port-Hamiltonian systems modeling and the notion of monotonicity are explored. The earlier introduced notion of incrementally port-Hamiltonian systems is extended to maximal cyclically monotone relations, together with their generating functions. This gives rise to new classes of incrementally port-Hamiltonian systems, with examples stemming from physical systems modeling as well as from convex optimization. An in-depth treatment is given of the composition of maximal monotone and maximal cyclically monotone relations, where in the latter case the resulting maximal cyclically monotone relation is shown to be computable through the use of generating functions. Furthermore, connections are discussed with incremental versions of passivity, and it is shown how incrementally port-Hamiltonian systems with strictly convex Hamiltonians are (maximal) equilibrium independent passive. Finally, the results on compositionality of monotone relations are employed for a convex optimization approach to the computation of the equilibrium of interconnected incrementally port-Hamiltonian systems.",3,0.8,,https://www.semanticscholar.org/paper/879699862dfa21a562ae535849d553e9a36d5962,0.9900
Pav19,On Incremental Passivity in Network Games,Lacra Pavel,2019,,"Network Games, Control, and Optimization",,,,1,0.1,10.1007/978-3-030-10880-9_11,https://doi.org/10.1007/978-3-030-10880-9_11,0.9800
Bal18d,The Mechanics of n-Player Differentiable Games,David Balduzzi et al.,2018,2018-02-15,International Conference on Machine Learning,,363-372,"The cornerstone underpinning deep learning is the guarantee that gradient descent on an objective converges to local minima. Unfortunately, this guarantee fails in settings, such as generative adversarial nets, where there are multiple interacting losses. The behavior of gradient-based methods in games is not well understood -- and is becoming increasingly important as adversarial and multi-objective architectures proliferate. In this paper, we develop new techniques to understand and control the dynamics in general games. The key result is to decompose the second-order dynamics into two components. The first is related to potential games, which reduce to gradient descent on an implicit function; the second relates to Hamiltonian games, a new class of games that obey a conservation law, akin to conservation laws in classical mechanical systems. The decomposition motivates Symplectic Gradient Adjustment (SGA), a new algorithm for finding stable fixed points in general games. Basic experiments show SGA is competitive with recently proposed algorithms for finding local Nash equilibria in GANs -- whilst at the same time being applicable to -- and having guarantees in -- much more general games.",306,37,,https://www.semanticscholar.org/paper/52f7ae53e58c5098133d041794b4465d36c2fdb6,0.9800
Maz18,On Gradient-Based Learning in Continuous Games,"Eric V. Mazumdar, L. Ratliff, and S. Sastry",2018,2018-04-16,SIAM J. Math. Data Sci.,2,103-131,"We study the limiting behavior of competitive agents employing gradient-based learning algorithms through the lens of dynamical systems theory. Specifically, we introduce a general framework for competitive gradient-based learning that allows us to analyze a wide breadth of learning algorithms including policy gradient reinforcement learning, gradient based bandits, and certain online convex optimization algorithms. We show that for both potential games and general-sum games, when agents employ gradient-based learning algorithms, they will avoid a non-negligible subset of the local Nash equilibria. This is a strongly negative result for gradient-based learning in games. Our framework also sheds light on the issue of convergence to non-Nash strategies in general-sum and zero-sum games which have no relevance to the underlying game, and arise solely due to the choice of algorithm. The existence and frequency of strategies may explain some of the difficulties encountered when using gradient descent in zero-sum games (e.g. to train generative adversarial networks). Finally, we introduce a new class of games, Morse-Smale games, for which the gradient dynamics correspond to gradient-like flows. This class encompasses a large set of commonly encountered games. For Morse-Smale games, we show that competitive gradient-based learning converges to either limit cycles, Nash equilibria, or non-Nash fixed points almost surely. To reinforce our theoretical contributions, we provide empirical results that highlight the frequency of Nash equilibria that are almost surely avoided by policy gradient in linear quadratic games. Indeed, we present empirical results that show that policy gradient almost surely avoids the unique global Nash equilibrium in one out of five randomly sampled linear quadratic games.",161,20,10.1137/18M1231298,https://doi.org/10.1137/18M1231298,0.9600
Hsi21,Adaptive Learning in Continuous Games: Optimal Regret Bounds and Convergence to Nash Equilibrium,"Yu-Guan Hsieh, Kimon Antonakopoulos, and P. Mertikopoulos",2021,2021-04-26,Annual Conference Computational Learning Theory,,2388-2422,"In game-theoretic learning, several agents are simultaneously following their individual interests, so the environment is non-stationary from each player's perspective. In this context, the performance of a learning algorithm is often measured by its regret. However, no-regret algorithms are not created equal in terms of game-theoretic guarantees: depending on how they are tuned, some of them may drive the system to an equilibrium, while others could produce cyclic, chaotic, or otherwise divergent trajectories. To account for this, we propose a range of no-regret policies based on optimistic mirror descent, with the following desirable properties: i) they do not require any prior tuning or knowledge of the game; ii) they all achieve O(\sqrt{T}) regret against arbitrary, adversarial opponents; and iii) they converge to the best response against convergent opponents. Also, if employed by all players, then iv) they guarantee O(1) social regret; while v) the induced sequence of play converges to Nash equilibrium with O(1) individual regret in all variationally stable games (a class of games that includes all monotone and convex-concave zero-sum games).",90,18,,https://www.semanticscholar.org/paper/e6aaac94df717786a467d057cb2157b9d49f0974,0.9600
Cis20,A Contraction Analysis of Primal-Dual Dynamics in Distributed and Time-Varying Implementations,"Pedro Cisneros-Velarde, Saber Jafarpour, and F. Bullo",2020,2020-03-27,IEEE Transactions on Automatic Control,67,3560-3566,"In this article, we provide an overarching analysis of primal-dual dynamics associated with linear equality-constrained optimization problems using contraction analysis. For the well-known standard version of the problem, we establish convergence under convexity and the contracting rate under strong convexity. Then, for a canonical distributed optimization problem, we use partial contractivity to establish global exponential convergence of its primal-dual dynamics. As an application, we propose a new distributed solver for the least-squares problem with the same convergence guarantees. Finally, for time-varying versions of both centralized and distributed primal-dual dynamics, we exploit their contractive nature to establish bounds on their tracking error. To support our analyses, we introduce novel results on contraction theory.",23,3.7,10.1109/tac.2021.3103865,https://doi.org/10.1109/tac.2021.3103865,0.9500
