Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Dea93,Deliberation Scheduling for Time-Critical Sequential Decision Making,"T. Dean, L. Kaelbling, J. Kirman, and A. Nicholson",1993,1993-07-09,Conference on Uncertainty in Artificial Intelligence,,309-316,"We describe a method for time-critical decision making involving sequential tasks and stochastic processes. The method employs several iterative refinement routines for solving different aspects of the decision making problem. This paper concentrates on the meta-level control problem of deliberalion scheduling, allocating computational resources to these routines. We provide different models corresponding to optimization problems that capture the different circumstances and computational strategies for decision making under time constraints. We consider precursor models in which all decision making is performed prior to execution and recurrent models in which decision making is performed in parallel with execution, accounting for the states observed during execution and anticipating future states. We describe algorithms for precursor and recurrent models and provide the results of our empirical investigations to date.",26,0.8,10.1016/B978-1-4832-1451-1.50042-1,https://doi.org/10.1016/B978-1-4832-1451-1.50042-1,1.6300
Gre95,Anticipating computational demands when solving time-critical decision-making problems,Lloyd G. Greenwald and T. Dean,1995,1995-05-12,,,459-476,"An agent embedded in a dynamic environment may need to respond in a timely manner to sequences of events outside the agent's control. By anticipating computational demands and allocating processing time accordingly the agent can avoid costly delays often arising from trying to respond to a dynamic environment with high-complexity decision procedures. Deliberation scheduling, the process of allocating processing time among competing decision procedures to explicitly account for the costs and beneets of computational delays, may aid an agent that must solve time-critical decision-making problems in which the time spent in decision-making aaects the quality of the responses generated. The more accurate the agent is in anticipating the computational demands of forthcoming problems the more successful it can be in allocating its decision-making time. We present an approach to solving time-critical decision-making problems by taking advantage of domain structure to expand the amount of time available for processing diicult combinatorial tasks. Our approach uses predictable variability in anticipated computational demands to allocate on-line deliberation time and exploits problem regularity and stochastic models of environmental dynamics to restrict attention to small subsets of the state space. This approach demonstrates how slow, high-level systems (e.g. for planning and scheduling) might interact with faster, more reactive systems (e.g. for real-time execution and monitoring) and enables us to generate timely solutions to diicult combinatorial planning and scheduling problems such as the traac control of multiple robot vehicles.",14,0.5,,https://www.semanticscholar.org/paper/40882169327a5f145aa685df61bdd062abc7f8d7,1.5800
Par03b,On the Optimality of Greedy Meta-Deliberation,D. Parkes and Lloyd G. Greenwald,2003,,,,,"We present a unified notation that captures many common models of deliberation for a resourcebounded agent in a time-critical environment. We analyze a greedy time-slicing meta-deliberation procedure within our framework, the same procedure that forms the basis of many diverse metadeliberation algorithms. The procedure is computationally efficient, and our analysis makes explicit the domains over which it is optimal.",1,0.0,,https://www.semanticscholar.org/paper/297c174dffa14954c10589d059d4b02f47cb3f07,1.5400
Rus89,Principles of Metareasoning,Stuart J. Russell and Eric Wefald,1989,1989-12-01,Artif. Intell.,49,361-395,,457,13,10.1016/0004-3702(91)90015-C,https://doi.org/10.1016/0004-3702(91)90015-C,1.5000
Rus89b,On Optimal Game-Tree Search using Rational Meta-Reasoning,Stuart J. Russell and Eric Wefald,1989,1989-08-20,International Joint Conference on Artificial Intelligence,,334-340,"In this paper we outline a general approach to the study of problem-solving, in which search steps are considered decisions in the same sense as actions in the world. Unlike other metrics in the literature, the value of a search step is defined as a real utility rather than as a quasi-utility, and can therefore be computed directly from a model of the base-level problem-solver. We develop a formula for the expected value of a search step in a game-playing context using the single-step assumption, namely that a computation step can be evaluated as it was the last to be taken. We prove some meta-level theorems that enable the development of a low-overhead algorithm, MGSS*, that chooses search steps in order of highest estimated utility. Although we show that the single-step assumption is untenable in general, a program implemented for the game of Othello soundly beats an alpha-beta search while expanding significantly fewer nodes, even though both programs use the same evaluation function.",87,2.4,,https://www.semanticscholar.org/paper/4d908c9c1af601fe42bbbeb6174c04e1ab11e790,1.4600
Ker11b,Speed/Accuracy Trade-Off between the Habitual and the Goal-Directed Processes,"M. Keramati, A. Dezfouli, and Payam Piray",2011,2011-05-01,PLoS Computational Biology,7,,"Instrumental responses are hypothesized to be of two kinds: habitual and goal-directed, mediated by the sensorimotor and the associative cortico-basal ganglia circuits, respectively. The existence of the two heterogeneous associative learning mechanisms can be hypothesized to arise from the comparative advantages that they have at different stages of learning. In this paper, we assume that the goal-directed system is behaviourally flexible, but slow in choice selection. The habitual system, in contrast, is fast in responding, but inflexible in adapting its behavioural strategy to new conditions. Based on these assumptions and using the computational theory of reinforcement learning, we propose a normative model for arbitration between the two processes that makes an approximately optimal balance between search-time and accuracy in decision making. Behaviourally, the model can explain experimental evidence on behavioural sensitivity to outcome at the early stages of learning, but insensitivity at the later stages. It also explains that when two choices with equal incentive values are available concurrently, the behaviour remains outcome-sensitive, even after extensive training. Moreover, the model can explain choice reaction time variations during the course of learning, as well as the experimental observation that as the number of choices increases, the reaction time also increases. Neurobiologically, by assuming that phasic and tonic activities of midbrain dopamine neurons carry the reward prediction error and the average reward signals used by the model, respectively, the model predicts that whereas phasic dopamine indirectly affects behaviour through reinforcing stimulus-response associations, tonic dopamine can directly affect behaviour through manipulating the competition between the habitual and the goal-directed systems and thus, affect reaction time.",370,25,10.1371/journal.pcbi.1002055,https://doi.org/10.1371/journal.pcbi.1002055,1.4500
Tou22,Performance-gated deliberation: A context-adapted strategy in which urgency is opportunity cost,"Maximilian Puelma Touzel, P. Cisek, and Guillaume Lajoie",2022,2022-05-01,PLoS Computational Biology,18,,"Finding the right amount of deliberation, between insufficient and excessive, is a hard decision making problem that depends on the value we place on our time. Average-reward, putatively encoded by tonic dopamine, serves in existing reinforcement learning theory as the opportunity cost of time, including deliberation time. Importantly, this cost can itself vary with the environmental context and is not trivial to estimate. Here, we propose how the opportunity cost of deliberation can be estimated adaptively on multiple timescales to account for non-stationary contextual factors. We use it in a simple decision-making heuristic based on average-reward reinforcement learning (AR-RL) that we call Performance-Gated Deliberation (PGD). We propose PGD as a strategy used by animals wherein deliberation cost is implemented directly as urgency, a previously characterized neural signal effectively controlling the speed of the decision-making process. We show PGD outperforms AR-RL solutions in explaining behaviour and urgency of non-human primates in a context-varying random walk prediction task and is consistent with relative performance and urgency in a context-varying random dot motion task. We make readily testable predictions for both neural activity and behaviour.",1,0.2,10.1371/journal.pcbi.1010080,https://doi.org/10.1371/journal.pcbi.1010080,1.4400
Pez13,The Mixed Instrumental Controller: Using Value of Information to Combine Habitual Choice and Mental Simulation,"G. Pezzulo, Francesco Rigoli, and Fabian Chersi",2013,2013-03-04,Frontiers in Psychology,4,,"Instrumental behavior depends on both goal-directed and habitual mechanisms of choice. Normative views cast these mechanisms in terms of model-free and model-based methods of reinforcement learning, respectively. An influential proposal hypothesizes that model-free and model-based mechanisms coexist and compete in the brain according to their relative uncertainty. In this paper we propose a novel view in which a single Mixed Instrumental Controller produces both goal-directed and habitual behavior by flexibly balancing and combining model-based and model-free computations. The Mixed Instrumental Controller performs a cost-benefits analysis to decide whether to chose an action immediately based on the available “cached” value of actions (linked to model-free mechanisms) or to improve value estimation by mentally simulating the expected outcome values (linked to model-based mechanisms). Since mental simulation entails cognitive effort and increases the reward delay, it is activated only when the associated “Value of Information” exceeds its costs. The model proposes a method to compute the Value of Information, based on the uncertainty of action values and on the distance of alternative cached action values. Overall, the model by default chooses on the basis of lighter model-free estimates, and integrates them with costly model-based predictions only when useful. Mental simulation uses a sampling method to produce reward expectancies, which are used to update the cached value of one or more actions; in turn, this updated value is used for the choice. The key predictions of the model are tested in different settings of a double T-maze scenario. Results are discussed in relation with neurobiological evidence on the hippocampus – ventral striatum circuit in rodents, which has been linked to goal-directed spatial navigation.",164,12,10.3389/fpsyg.2013.00092,https://doi.org/10.3389/fpsyg.2013.00092,1.4100
Thu12,Decision making by urgency gating: theory and experimental support.,"David Thura, Julie Beauregard-Racine, Charles-William Fradet, and P. Cisek",2012,2012-12-01,Journal of neurophysiology,108 11,"'
          2912-30
        ","It is often suggested that decisions are made when accumulated sensory information reaches a fixed accuracy criterion. This is supported by many studies showing a gradual build up of neural activity to a threshold. However, the proposal that this build up is caused by sensory accumulation is challenged by findings that decisions are based on information from a time window much shorter than the build-up process. Here, we propose that in natural conditions where the environment can suddenly change, the policy that maximizes reward rate is to estimate evidence by accumulating only novel information and then compare the result to a decreasing accuracy criterion. We suggest that the brain approximates this policy by multiplying an estimate of sensory evidence with a motor-related urgency signal and that the latter is primarily responsible for neural activity build up. We support this hypothesis using human behavioral data from a modified random-dot motion task in which motion coherence changes during each trial.",243,18,10.1152/jn.01071.2011,https://doi.org/10.1152/jn.01071.2011,1.3900
Zil95,Operational Rationality through Compilation of Anytime Algorithms,S. Zilberstein,1995,,AI Mag.,16,79-80,"An important and largely ignored aspect of real-time decision making is the capability of agents to factor the cost of deliberation into the decision making process. I have developed an efficient model that creates this capability. The model uses as basic components {\em anytime algorithms} whose quality of results improves gradually as computation time increases. The main contribution of this work is a {\em compilation} process that extends the property of gradual improvement from the level of single algorithms to the level of complex systems. In standard algorithms, the fixed quality of the output allows for composition to be implemented by a simple call-return mechanism. However, when algorithms have resource allocation as a degree of freedom, there arises the question of how to construct, for example, the optimal composition of two anytime algorithms, one of which feeds its output to the other. This scheduling problem is solved by an off-line compilation process and a run-time monitoring component that together generate a utility maximizing behavior. The crucial meta-level knowledge is kept in the {\em anytime library} in the form of {\em conditional performance profiles}. These profiles characterize the performance of each elementary anytime algorithm as a function of run-time and input quality. The compilation process therefore extends the principles of procedural abstraction and modularity to anytime computation. Its efficiency is significantly improved by using {\em local compilation} that works on a single program structure at a time. Local compilation is proved to yield global optimality for a large set of program structures. Compilation produces {\em contract} algorithms which require the determination of the total run-time when activated. Some real-time domains require {\em interruptible} algorithms whose total run-time is unknown in advance. An important result of this work is a general method by which an interruptible algorithm can be constructed once a contract algorithm is compiled. Finally, the notion of gradual improvement of quality is extended to sensing and plan execution and the application of the model is demonstrated through a simulated robot navigation system. The result is a modular approach for developing real-time agents that act by performing anytime actions and make decisions using anytime computation.",241,7.7,10.1609/aimag.v16i2.1136,https://doi.org/10.1609/aimag.v16i2.1136,1.3800
Dru12,The Cost of Accumulating Evidence in Perceptual Decision Making,"Jan Drugowitsch, R. Moreno-Bote, A. Churchland, M. Shadlen, and A. Pouget",2012,2012-03-14,The Journal of Neuroscience,32,3612 - 3628,"Decision making often involves the accumulation of information over time, but acquiring information typically comes at a cost. Little is known about the cost incurred by animals and humans for acquiring additional information from sensory variables due, for instance, to attentional efforts. Through a novel integration of diffusion models and dynamic programming, we were able to estimate the cost of making additional observations per unit of time from two monkeys and six humans in a reaction time (RT) random-dot motion discrimination task. Surprisingly, we find that the cost is neither zero nor constant over time, but for the animals and humans features a brief period in which it is constant but increases thereafter. In addition, we show that our theory accurately matches the observed reaction time distributions for each stimulus condition, the time-dependent choice accuracy both conditional on stimulus strength and independent of it, and choice accuracy and mean reaction times as a function of stimulus strength. The theory also correctly predicts that urgency signals in the brain should be independent of the difficulty, or stimulus strength, at each trial.",519,37,10.1523/JNEUROSCI.4010-11.2012,https://doi.org/10.1523/JNEUROSCI.4010-11.2012,1.3300
Sez19,Optimizing the depth and the direction of prospective planning using information values,"Can Eren Sezener, A. Dezfouli, and M. Keramati",2019,2019-03-01,PLoS Computational Biology,15,,"Evaluating the future consequences of actions is achievable by simulating a mental search tree into the future. Expanding deep trees, however, is computationally taxing. Therefore, machines and humans use a plan-until-habit scheme that simulates the environment up to a limited depth and then exploits habitual values as proxies for consequences that may arise in the future. Two outstanding questions in this scheme are “in which directions the search tree should be expanded?”, and “when should the expansion stop?”. Here we propose a principled solution to these questions based on a speed/accuracy tradeoff: deeper expansion in the appropriate directions leads to more accurate planning, but at the cost of slower decision-making. Our simulation results show how this algorithm expands the search tree effectively and efficiently in a grid-world environment. We further show that our algorithm can explain several behavioral patterns in animals and humans, namely the effect of time-pressure on the depth of planning, the effect of reward magnitudes on the direction of planning, and the gradual shift from goal-directed to habitual behavior over the course of training. The algorithm also provides several predictions testable in animal/human experiments.",29,4.0,10.1371/journal.pcbi.1006827,https://doi.org/10.1371/journal.pcbi.1006827,1.2900
Ott17,The opportunity cost of time modulates cognitive effort,Ross Otto and N. Daw,2017,2017-10-11,bioRxiv,,,"A spate of recent work demonstrates that humans seek to avoid the expenditure of cognitive effort, much like physical effort or economic resources. Less is clear, however, about the circumstances dictating how and when people decide to expend cognitive effort. Here we adopt a popular theory of opportunity costs and response vigor and to elucidate this question. This account, grounded in Reinforcement Learning, formalizes a trade-off between two costs: the harder work assumed necessary to emit faster actions and the opportunity cost inherent in acting more slowly (i.e., the delay that results to the next reward and subsequent rewards). Recent work reveals that the opportunity cost of time—operationalized as the average reward rate per unit time, theorized to be signaled by tonic dopamine levels, modulates the speed with which a person responds in a simple discrimination tasks. We extend this framework to cognitive effort in a diverse range of cognitive tasks, for which 1) the amount of cognitive effort demanded from the task varies from trial to trial and 2) the expenditure of cognitive effort holds measureable consequences in terms of accuracy and response time. In the domains of cognitive control, perceptual decision-making, and task-switching, we found that subjects tuned their level of effort exertion in accordance with the experienced average reward rate: when the opportunity cost of time was high, subjects made more errors and responded more quickly. That is, expenditure of cognitive effort appeared to be modulated by the opportunity cost of time. Further, and consistent with our account, the strength of this modulation was predicted by individual differences in efficacy of cognitive control. Taken together, our results elucidate the circumstances dictating how and when people expend cognitive effort.",116,13,10.1016/j.neuropsychologia.2018.05.006,https://doi.org/10.1016/j.neuropsychologia.2018.05.006,1.2800
Gra13,Bounded Rational Decision-Making in Changing Environments,Jordi Grau-Moya and Daniel A. Braun,2013,2013-12-01,ArXiv,abs/1312.6726,,"A perfectly rational decision-maker chooses the best action with the highest utility gain from a set of possible actions. The optimality principles that describe such decision processes do not take into account the computational costs of finding the optimal action. Bounded rational decision-making addresses this problem by specifically trading off information-processing costs and expected utility. Interestingly, a similar trade-off between energy and entropy arises when describing changes in thermodynamic systems. This similarity has been recently used to describe bounded rational agents. Crucially, this framework assumes that the environment does not change while the decision-maker is computing the optimal policy. When this requirement is not fulfilled, the decision-maker will suffer inefficiencies in utility, that arise because the current policy is optimal for an environment in the past. Here we borrow concepts from non-equilibrium thermodynamics to quantify these inefficiencies and illustrate with simulations its relationship with computational resources.",4,0.3,,https://www.semanticscholar.org/paper/5a95354cce01dd97f51ac4358734f8da6eb91f78,1.2400
Zil93,Anytime Sensing Planning and Action: A Practical Model for Robot Control,S. Zilberstein and Stuart J. Russell,1993,,International Joint Conference on Artificial Intelligence,,1402-1407,"Anytime algorithms, whose quality of results improves gradually as computation time increases, provide useful performance components for timecritical planning and control of robotic systems. In earlier work, we introduced a compilation scheme for optimal composition of anytime algorithms. In this paper we present an implementation of a navigation system in which an off-line compilation process and a run-time monitoring component guarantee the optimal allocation of time to the anytime modules. The crucial meta-level knowledge is kept in the anytime library in the form of conditional performance profiles. We also extend the notion of gradual improvement to sensing and plan execution. The result is an efficient, flexible control for robotic systems that exploits the tradeoff between time and quality in planning, sensing and plan execution.",148,4.4,,https://www.semanticscholar.org/paper/e1d4072fb9947593dc4fdd97db01fd6cabd890e4,1.2200
Gra17b,Non-Equilibrium Relations for Bounded Rational Decision-Making in Changing Environments,"Jordi Grau-Moya, M. Krüger, and Daniel A. Braun",2017,2017-12-21,Entropy,20,,"Living organisms from single cells to humans need to adapt continuously to respond to changes in their environment. The process of behavioural adaptation can be thought of as improving decision-making performance according to some utility function. Here, we consider an abstract model of organisms as decision-makers with limited information-processing resources that trade off between maximization of utility and computational costs measured by a relative entropy, in a similar fashion to thermodynamic systems undergoing isothermal transformations. Such systems minimize the free energy to reach equilibrium states that balance internal energy and entropic cost. When there is a fast change in the environment, these systems evolve in a non-equilibrium fashion because they are unable to follow the path of equilibrium distributions. Here, we apply concepts from non-equilibrium thermodynamics to characterize decision-makers that adapt to changing environments under the assumption that the temporal evolution of the utility function is externally driven and does not depend on the decision-maker’s action. This allows one to quantify performance loss due to imperfect adaptation in a general manner and, additionally, to find relations for decision-making similar to Crooks’ fluctuation theorem and Jarzynski’s equality. We provide simulations of several exemplary decision and inference problems in the discrete and continuous domains to illustrate the new relations.",131,16,10.3390/e20010001,https://doi.org/10.3390/e20010001,1.2000
Zil96c,Using Anytime Algorithms in Intelligent Systems,S. Zilberstein,1996,1996-03-15,AI Mag.,17,73-83,"Anytime algorithms give intelligent systems the capability to trade deliberation time for quality of results. This capability is essential for successful operation in domains such as signal interpretation, real-time diagnosis and repair, and mobile robot control. What characterizes these domains is that it is not feasible (computationally) or desirable (economically) to compute the optimal answer. This article surveys the main control problems that arise when a system is composed of several anytime algorithms. These problems relate to optimal management of uncertainty and precision. After a brief introduction to anytime computation, I outline a wide range of existing solutions to the metalevel control problem and describe current work that is aimed at increasing the applicability of anytime computation.",830,27,10.1609/aimag.v17i3.1232,https://doi.org/10.1609/aimag.v17i3.1232,1.1800
Ker16,Adaptive integration of habits into depth-limited planning defines a habitual-goal–directed spectrum,"Mehdi Keramati, P. Smittenaar, R. Dolan, and P. Dayan",2016,2016-10-24,Proceedings of the National Academy of Sciences,113,12868 - 12873,,189,20,10.1073/pnas.1609094113,https://doi.org/10.1073/pnas.1609094113,1.1700
Ort12c,Thermodynamics as a theory of decision-making with information-processing costs,Pedro A. Ortega and Daniel A. Braun,2012,2012-04-29,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",469,,"Perfectly rational decision-makers maximize expected utility, but crucially ignore the resource costs incurred when determining optimal actions. Here, we propose a thermodynamically inspired formalization of bounded rational decision-making where information processing is modelled as state changes in thermodynamic systems that can be quantified by differences in free energy. By optimizing a free energy, bounded rational decision-makers trade off expected utility gains and information-processing costs measured by the relative entropy. As a result, the bounded rational decision-making problem can be rephrased in terms of well-known variational principles from statistical physics. In the limit when computational costs are ignored, the maximum expected utility principle is recovered. We discuss links to existing decision-making frameworks and applications to human decision-making experiments that are at odds with expected utility theory. Since most of the mathematical machinery can be borrowed from statistical physics, the main contribution is to re-interpret the formalism of thermodynamic free-energy differences in terms of bounded rational decision-making and to discuss its relationship to human decision-making experiments.",301,21,10.1098/rspa.2012.0683,https://doi.org/10.1098/rspa.2012.0683,1.1600
Hay12,Selecting Computations: Theory and Applications,"N. Hay, Stuart J. Russell, David Tolpin, and S. E. Shimony",2012,2012-07-24,ArXiv,abs/1207.5879,,"Sequential decision problems are often approximately solvable by simulating possible future action sequences. Metalevel decision procedures have been developed for selecting which action sequences to simulate, based on estimating the expected improvement in decision quality that would result from any particular simulation; an example is the recent work on using bandit algorithms to control Monte Carlo tree search in the game of Go. In this paper we develop a theoretical basis for metalevel decisions in the statistical framework of Bayesian selection problems, arguing (as others have done) that this is more appropriate than the bandit framework. We derive a number of basic results applicable to Monte Carlo selection problems, including the first finite sampling bounds for optimal policies in certain cases; we also provide a simple counterexample to the intuitive conjecture that an optimal policy will necessarily reach a decision in all cases. We then derive heuristic approximations in both Bayesian and distribution-free settings and demonstrate their superiority to bandit-based heuristics in one-shot decision problems and in Go.",95,6.9,,https://www.semanticscholar.org/paper/d2a400950fffd007648587d773981d677e608f9f,1.1400
